0|000001|20190630|321900
0|000002|20190630|266100
0|000002|20190731|246800
0|000004|20190630|9391
0|000005|20190630|124800
0|000006|20190630|67500
0|000007|20190630|21100
0|000008|20190630|90700
0|000009|20190628|161000
0|000009|20190630|168000
0|000009|20190719|160000
0|000009|20190731|159800
0|000010|20190630|36900
0|000012|20190630|0
0|000014|20190630|25900
0|000021|20190630|115600
0|000023|20190630|14500
0|000026|20190820|24400
0|000027|20190620|110300
0|000027|20190630|109400
0|000027|20190710|109000
0|000027|20190719|108900
0|000027|20190731|109000
0|000027|20190809|108700
0|000027|20190820|114100
0|000029|20190630|0
0|000031|20190630|159800
0|000032|20190620|21300
0|000032|20190628|21200
0|000032|20190630|21200
0|000032|20190719|20300
0|000032|20190731|20300
0|000032|20190809|20100
0|000032|20190820|21100
0|000034|20190630|31800
0|000035|20190620|46300
0|000035|20190628|53600
0|000035|20190630|53600
0|000035|20190719|53700
0|000035|20190731|51400
0|000035|20190809|49700
0|000035|20190820|47600
0|000036|20190620|62600
0|000036|20190628|64100
0|000036|20190630|64100
0|000036|20190710|63500
0|000036|20190720|63100
0|000036|20190731|62800
0|000036|20190810|62400
0|000036|20190820|63200
0|000037|20190628|17000
0|000038|20190620|23600
0|000038|20190628|23500
0|000038|20190630|23500
0|000038|20190710|30000
0|000038|20190719|26400
0|000038|20190731|24500
0|000038|20190809|23600
0|000038|20190820|26900
0|000039|20190630|82300
0|000040|20190628|56000
0|000040|20190630|56000
0|000040|20190710|55800
0|000042|20190620|18300
0|000042|20190628|18100
0|000042|20190630|18100
0|000042|20190710|18100
0|000042|20190719|18000
0|000042|20190731|17900
0|000042|20190809|17600
0|000042|20190820|17900
0|000043|20190620|17900
0|000043|20190628|17600
0|000043|20190630|17600
0|000043|20190710|17000
0|000046|20190617|35600
0|000046|20190630|39500
0|000048|20190630|8396
0|000048|20190809|8247
0|000048|20190820|8157
0|000049|20190620|33700
0|000049|20190628|35000
0|000049|20190630|37300
0|000049|20190710|34700
0|000049|20190719|35100
0|000049|20190731|34000
0|000049|20190809|29300
0|000049|20190820|30300
0|000050|20190620|108300
0|000050|20190630|107100
0|000050|20190710|114100
0|000050|20190731|111200
